EnrollmentID,StudentID,Term,AcademicYear,EnrollmentStatus,CreditHours,ResidencyStatus,Campus,EnrollmentDate
ENR000896,WMU00261,Fall 2024,2024,Withdrawn,9,In-State,Regional Campus,2024-07-10
ENR000897,WMU00261,Spring 2025,2025,Enrolled,6,Out-of-State,Regional Campus,2025-06-11
ENR000898,WMU00262,Fall 2024,2024,Enrolled,9,Out-of-State,Main Campus,2024-10-01
ENR000899,WMU00262,Spring 2025,2025,Completed,3,In-State,Online,2025-09-23
ENR000900,WMU00262,Spring 2024,2024,Completed,15,International,Online,2024-04-13
ENR000901,WMU00262,Fall 2023,2023,Enrolled,15,International,Regional Campus,2023-03-13
ENR000902,WMU00262,Fall 2025,2025,Enrolled,3,In-State,Regional Campus,2025-09-19
ENR000903,WMU00263,Fall 2025,2025,Completed,15,Out-of-State,Online,2025-05-07
ENR000904,WMU00263,Fall 2023,2023,Enrolled,15,In-State,Online,2023-04-26
ENR000905,WMU00263,Fall 2024,2024,Enrolled,9,Out-of-State,Online,2024-12-04
ENR000906,WMU00263,Spring 2025,2025,Withdrawn,6,International,Online,2025-06-03
ENR000907,WMU00263,Spring 2024,2024,Completed,9,International,Main Campus,2024-06-21
ENR000908,WMU00264,Fall 2025,2025,Enrolled,15,International,Main Campus,2025-07-22
ENR000909,WMU00264,Spring 2024,2024,Enrolled,15,International,Online,2024-05-11
ENR000910,WMU00264,Spring 2025,2025,Enrolled,9,In-State,Online,2025-07-17
ENR000911,WMU00264,Fall 2024,2024,Completed,6,Out-of-State,Regional Campus,2024-04-06
ENR000912,WMU00264,Fall 2023,2023,Enrolled,12,In-State,Main Campus,2023-07-09
ENR000913,WMU00265,Fall 2023,2023,Enrolled,6,In-State,Regional Campus,2023-09-13
ENR000914,WMU00265,Spring 2024,2024,Enrolled,12,In-State,Online,2024-12-18
ENR000915,WMU00265,Fall 2025,2025,Enrolled,6,In-State,Online,2025-06-19
ENR000916,WMU00265,Spring 2025,2025,Completed,15,In-State,Regional Campus,2025-01-03
ENR000917,WMU00265,Fall 2024,2024,Withdrawn,9,Out-of-State,Regional Campus,2024-08-24
ENR000918,WMU00266,Fall 2024,2024,Completed,15,In-State,Main Campus,2024-01-19
ENR000919,WMU00266,Spring 2025,2025,Enrolled,15,International,Regional Campus,2025-08-13
ENR000920,WMU00266,Fall 2025,2025,Withdrawn,9,In-State,Regional Campus,2025-12-19
ENR000921,WMU00266,Fall 2023,2023,Enrolled,9,In-State,Online,2023-08-11
ENR000922,WMU00266,Spring 2024,2024,Completed,3,International,Regional Campus,2024-10-17
ENR000923,WMU00267,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-04-14
ENR000924,WMU00267,Fall 2025,2025,Enrolled,15,International,Regional Campus,2025-06-04
ENR000925,WMU00267,Spring 2024,2024,Enrolled,9,In-State,Main Campus,2024-05-09
ENR000926,WMU00267,Spring 2025,2025,Withdrawn,12,In-State,Main Campus,2025-05-09
ENR000927,WMU00267,Fall 2023,2023,Enrolled,15,In-State,Regional Campus,2023-05-05
ENR000928,WMU00268,Spring 2024,2024,Completed,3,In-State,Regional Campus,2024-09-26
ENR000929,WMU00268,Fall 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-06-07
ENR000930,WMU00269,Fall 2025,2025,Enrolled,15,Out-of-State,Online,2025-02-23
ENR000931,WMU00269,Spring 2025,2025,Withdrawn,3,Out-of-State,Online,2025-05-03
ENR000932,WMU00269,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-02-12
ENR000933,WMU00269,Spring 2024,2024,Enrolled,3,International,Main Campus,2024-06-06
ENR000934,WMU00270,Fall 2024,2024,Enrolled,9,Out-of-State,Main Campus,2024-12-26
ENR000935,WMU00270,Spring 2025,2025,Enrolled,15,In-State,Regional Campus,2025-11-27
ENR000936,WMU00270,Fall 2025,2025,Enrolled,3,In-State,Main Campus,2025-10-13
ENR000937,WMU00270,Fall 2023,2023,Enrolled,6,Out-of-State,Online,2023-03-16
ENR000938,WMU00271,Spring 2025,2025,Enrolled,6,International,Regional Campus,2025-12-07
ENR000939,WMU00271,Fall 2024,2024,Withdrawn,3,In-State,Online,2024-09-20
ENR000940,WMU00271,Fall 2023,2023,Enrolled,6,In-State,Online,2023-12-09
ENR000941,WMU00272,Fall 2025,2025,Enrolled,15,Out-of-State,Main Campus,2025-05-22
ENR000942,WMU00272,Spring 2024,2024,Withdrawn,12,International,Online,2024-10-12
ENR000943,WMU00272,Fall 2024,2024,Withdrawn,15,Out-of-State,Main Campus,2024-04-04
ENR000944,WMU00272,Spring 2025,2025,Withdrawn,9,Out-of-State,Online,2025-04-22
ENR000945,WMU00272,Fall 2023,2023,Enrolled,12,In-State,Online,2023-06-22
ENR000946,WMU00273,Fall 2024,2024,Withdrawn,6,Out-of-State,Regional Campus,2024-07-22
ENR000947,WMU00273,Spring 2025,2025,Enrolled,6,Out-of-State,Online,2025-09-07
ENR000948,WMU00274,Fall 2023,2023,Withdrawn,12,Out-of-State,Online,2023-05-02
ENR000949,WMU00274,Fall 2024,2024,Withdrawn,9,International,Main Campus,2024-06-21
ENR000950,WMU00274,Spring 2024,2024,Enrolled,3,Out-of-State,Online,2024-04-19
ENR000951,WMU00274,Spring 2025,2025,Completed,6,In-State,Regional Campus,2025-02-20
ENR000952,WMU00274,Fall 2025,2025,Enrolled,15,In-State,Regional Campus,2025-09-01
ENR000953,WMU00275,Spring 2025,2025,Enrolled,9,International,Main Campus,2025-11-02
ENR000954,WMU00275,Fall 2023,2023,Enrolled,15,Out-of-State,Regional Campus,2023-04-06
ENR000955,WMU00276,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-04-01
ENR000956,WMU00276,Fall 2024,2024,Enrolled,3,International,Main Campus,2024-09-13
ENR000957,WMU00276,Fall 2023,2023,Enrolled,12,In-State,Online,2023-05-01
ENR000958,WMU00276,Fall 2025,2025,Enrolled,6,In-State,Online,2025-12-04
ENR000959,WMU00276,Spring 2025,2025,Withdrawn,12,In-State,Regional Campus,2025-05-28
ENR000960,WMU00277,Fall 2023,2023,Withdrawn,15,In-State,Main Campus,2023-12-27
ENR000961,WMU00277,Fall 2025,2025,Completed,15,In-State,Main Campus,2025-12-19
ENR000962,WMU00278,Spring 2024,2024,Enrolled,9,Out-of-State,Main Campus,2024-02-09
ENR000963,WMU00278,Fall 2024,2024,Withdrawn,15,Out-of-State,Online,2024-07-03
ENR000964,WMU00278,Fall 2025,2025,Withdrawn,6,International,Online,2025-08-10
ENR000965,WMU00278,Spring 2025,2025,Completed,15,In-State,Online,2025-01-16
ENR000966,WMU00278,Fall 2023,2023,Enrolled,12,International,Regional Campus,2023-02-15
ENR000967,WMU00279,Fall 2025,2025,Withdrawn,6,Out-of-State,Online,2025-10-04
ENR000968,WMU00279,Fall 2023,2023,Enrolled,9,In-State,Regional Campus,2023-02-04
ENR000969,WMU00279,Spring 2024,2024,Enrolled,15,In-State,Online,2024-10-08
ENR000970,WMU00280,Spring 2024,2024,Withdrawn,15,International,Regional Campus,2024-10-25
ENR000971,WMU00280,Spring 2025,2025,Enrolled,6,Out-of-State,Online,2025-07-10
ENR000972,WMU00281,Spring 2024,2024,Enrolled,3,International,Main Campus,2024-09-26
ENR000973,WMU00281,Fall 2023,2023,Completed,12,Out-of-State,Online,2023-11-08
ENR000974,WMU00281,Fall 2025,2025,Withdrawn,9,International,Online,2025-09-18
ENR000975,WMU00281,Fall 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-02-13
ENR000976,WMU00282,Fall 2023,2023,Enrolled,3,In-State,Online,2023-02-02
ENR000977,WMU00282,Spring 2024,2024,Withdrawn,12,In-State,Regional Campus,2024-09-16
ENR000978,WMU00282,Fall 2024,2024,Completed,6,Out-of-State,Online,2024-01-10
ENR000979,WMU00283,Spring 2025,2025,Completed,9,Out-of-State,Regional Campus,2025-06-19
ENR000980,WMU00283,Fall 2024,2024,Enrolled,6,Out-of-State,Regional Campus,2024-11-07
ENR000981,WMU00284,Fall 2025,2025,Enrolled,6,International,Regional Campus,2025-03-06
ENR000982,WMU00284,Fall 2024,2024,Withdrawn,15,In-State,Online,2024-07-06
ENR000983,WMU00284,Spring 2024,2024,Withdrawn,6,In-State,Main Campus,2024-05-23
ENR000984,WMU00284,Spring 2025,2025,Enrolled,6,International,Main Campus,2025-09-15
ENR000985,WMU00285,Fall 2023,2023,Enrolled,15,In-State,Online,2023-11-18
ENR000986,WMU00285,Fall 2025,2025,Enrolled,6,International,Main Campus,2025-04-09
ENR000987,WMU00285,Fall 2024,2024,Withdrawn,9,International,Regional Campus,2024-05-12
ENR000988,WMU00285,Spring 2024,2024,Withdrawn,15,Out-of-State,Regional Campus,2024-09-21
ENR000989,WMU00286,Fall 2023,2023,Enrolled,6,In-State,Online,2023-10-04
ENR000990,WMU00286,Spring 2024,2024,Completed,6,International,Regional Campus,2024-07-11
ENR000991,WMU00286,Fall 2025,2025,Completed,15,International,Online,2025-12-28
ENR000992,WMU00287,Spring 2024,2024,Completed,3,In-State,Main Campus,2024-03-16
ENR000993,WMU00287,Fall 2025,2025,Enrolled,3,In-State,Main Campus,2025-03-17
ENR000994,WMU00287,Fall 2023,2023,Withdrawn,12,International,Online,2023-06-10
ENR000995,WMU00287,Fall 2024,2024,Enrolled,15,In-State,Regional Campus,2024-07-13
ENR000996,WMU00287,Spring 2025,2025,Withdrawn,12,Out-of-State,Online,2025-09-11
ENR000997,WMU00288,Fall 2025,2025,Enrolled,6,International,Main Campus,2025-07-18
ENR000998,WMU00288,Spring 2024,2024,Withdrawn,12,International,Online,2024-11-04
ENR000999,WMU00289,Fall 2024,2024,Withdrawn,9,In-State,Regional Campus,2024-09-07
ENR001000,WMU00289,Spring 2024,2024,Enrolled,12,In-State,Regional Campus,2024-01-07
ENR001001,WMU00289,Fall 2023,2023,Enrolled,12,International,Main Campus,2023-01-19
ENR001002,WMU00289,Spring 2025,2025,Enrolled,9,In-State,Online,2025-05-17
ENR001003,WMU00289,Fall 2025,2025,Completed,3,Out-of-State,Main Campus,2025-11-09
ENR001004,WMU00290,Spring 2025,2025,Completed,3,In-State,Regional Campus,2025-08-20
ENR001005,WMU00290,Fall 2023,2023,Withdrawn,12,In-State,Online,2023-12-28
ENR001006,WMU00290,Fall 2024,2024,Enrolled,15,In-State,Online,2024-01-20
ENR001007,WMU00290,Spring 2024,2024,Enrolled,6,In-State,Main Campus,2024-07-27
ENR001008,WMU00290,Fall 2025,2025,Enrolled,3,Out-of-State,Regional Campus,2025-12-02
ENR001009,WMU00291,Fall 2023,2023,Enrolled,9,International,Main Campus,2023-10-24
ENR001010,WMU00291,Fall 2024,2024,Completed,9,In-State,Regional Campus,2024-07-14
ENR001011,WMU00291,Fall 2025,2025,Enrolled,3,In-State,Regional Campus,2025-03-24
ENR001012,WMU00291,Spring 2025,2025,Enrolled,9,In-State,Online,2025-01-09
ENR001013,WMU00292,Fall 2025,2025,Enrolled,3,Out-of-State,Regional Campus,2025-06-04
ENR001014,WMU00292,Spring 2025,2025,Withdrawn,9,International,Regional Campus,2025-02-19
ENR001015,WMU00292,Fall 2023,2023,Enrolled,12,In-State,Main Campus,2023-03-24
ENR001016,WMU00293,Spring 2024,2024,Enrolled,15,In-State,Main Campus,2024-04-21
ENR001017,WMU00293,Fall 2024,2024,Withdrawn,9,In-State,Regional Campus,2024-04-10
ENR001018,WMU00294,Spring 2024,2024,Enrolled,12,In-State,Online,2024-03-19
ENR001019,WMU00294,Fall 2024,2024,Withdrawn,9,In-State,Main Campus,2024-05-07
ENR001020,WMU00294,Fall 2023,2023,Enrolled,6,Out-of-State,Regional Campus,2023-08-09
ENR001021,WMU00295,Spring 2025,2025,Enrolled,15,Out-of-State,Regional Campus,2025-09-15
ENR001022,WMU00295,Fall 2024,2024,Enrolled,6,International,Online,2024-03-18
ENR001023,WMU00296,Spring 2025,2025,Enrolled,9,Out-of-State,Regional Campus,2025-09-18
ENR001024,WMU00296,Fall 2024,2024,Enrolled,9,International,Main Campus,2024-05-07
ENR001025,WMU00296,Fall 2025,2025,Enrolled,12,In-State,Main Campus,2025-09-22
ENR001026,WMU00297,Spring 2025,2025,Enrolled,15,Out-of-State,Regional Campus,2025-07-22
ENR001027,WMU00297,Spring 2024,2024,Enrolled,15,Out-of-State,Regional Campus,2024-02-21
ENR001028,WMU00297,Fall 2025,2025,Enrolled,9,In-State,Online,2025-08-11
ENR001029,WMU00298,Fall 2023,2023,Withdrawn,6,International,Main Campus,2023-01-15
ENR001030,WMU00298,Spring 2024,2024,Withdrawn,15,International,Regional Campus,2024-12-14
ENR001031,WMU00298,Spring 2025,2025,Withdrawn,12,In-State,Online,2025-12-12
ENR001032,WMU00298,Fall 2024,2024,Enrolled,15,Out-of-State,Regional Campus,2024-07-10
ENR001033,WMU00299,Spring 2024,2024,Withdrawn,12,Out-of-State,Regional Campus,2024-07-19
ENR001034,WMU00299,Fall 2023,2023,Enrolled,3,International,Main Campus,2023-05-20
ENR001035,WMU00300,Fall 2025,2025,Enrolled,9,In-State,Online,2025-03-26
ENR001036,WMU00300,Spring 2024,2024,Withdrawn,9,Out-of-State,Main Campus,2024-08-01
ENR001037,WMU00300,Fall 2023,2023,Enrolled,6,In-State,Online,2023-05-03
ENR001038,WMU00301,Spring 2024,2024,Enrolled,3,In-State,Regional Campus,2024-09-28
ENR001039,WMU00301,Fall 2025,2025,Enrolled,9,Out-of-State,Main Campus,2025-06-04
ENR001040,WMU00301,Spring 2025,2025,Completed,12,International,Online,2025-12-07
ENR001041,WMU00302,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-07-25
ENR001042,WMU00302,Fall 2025,2025,Enrolled,9,International,Regional Campus,2025-07-20
ENR001043,WMU00302,Fall 2024,2024,Completed,12,In-State,Online,2024-08-22
ENR001044,WMU00302,Fall 2023,2023,Enrolled,15,In-State,Regional Campus,2023-03-25
ENR001045,WMU00302,Spring 2024,2024,Enrolled,6,Out-of-State,Online,2024-09-27
ENR001046,WMU00303,Fall 2025,2025,Enrolled,3,In-State,Online,2025-04-02
ENR001047,WMU00303,Spring 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-06-13
ENR001048,WMU00304,Spring 2025,2025,Withdrawn,9,International,Online,2025-01-09
ENR001049,WMU00304,Spring 2024,2024,Enrolled,12,In-State,Online,2024-11-17
ENR001050,WMU00304,Fall 2025,2025,Withdrawn,3,In-State,Online,2025-11-24
ENR001051,WMU00305,Spring 2025,2025,Enrolled,6,In-State,Regional Campus,2025-09-13
ENR001052,WMU00305,Fall 2023,2023,Enrolled,12,Out-of-State,Regional Campus,2023-11-13
ENR001053,WMU00306,Fall 2023,2023,Withdrawn,15,International,Online,2023-08-23
ENR001054,WMU00306,Fall 2024,2024,Completed,9,Out-of-State,Main Campus,2024-03-14
ENR001055,WMU00306,Spring 2024,2024,Withdrawn,15,International,Main Campus,2024-03-01
ENR001056,WMU00306,Spring 2025,2025,Completed,9,Out-of-State,Main Campus,2025-09-27
ENR001057,WMU00306,Fall 2025,2025,Withdrawn,15,Out-of-State,Main Campus,2025-08-10
ENR001058,WMU00307,Fall 2023,2023,Enrolled,12,In-State,Regional Campus,2023-11-12
ENR001059,WMU00307,Spring 2025,2025,Withdrawn,9,Out-of-State,Regional Campus,2025-05-25
ENR001060,WMU00308,Fall 2025,2025,Enrolled,6,Out-of-State,Online,2025-01-15
ENR001061,WMU00308,Fall 2024,2024,Enrolled,9,International,Main Campus,2024-10-04
ENR001062,WMU00309,Fall 2023,2023,Completed,3,In-State,Main Campus,2023-12-05
ENR001063,WMU00309,Spring 2025,2025,Withdrawn,12,Out-of-State,Online,2025-08-23
ENR001064,WMU00309,Fall 2025,2025,Enrolled,15,International,Regional Campus,2025-10-15
ENR001065,WMU00309,Fall 2024,2024,Enrolled,3,Out-of-State,Online,2024-01-05
ENR001066,WMU00310,Spring 2025,2025,Enrolled,9,Out-of-State,Online,2025-01-06
ENR001067,WMU00310,Fall 2023,2023,Enrolled,9,Out-of-State,Main Campus,2023-04-19
ENR001068,WMU00311,Fall 2024,2024,Completed,9,Out-of-State,Main Campus,2024-07-09
ENR001069,WMU00311,Spring 2024,2024,Enrolled,6,International,Regional Campus,2024-01-20
ENR001070,WMU00311,Fall 2025,2025,Enrolled,12,International,Online,2025-05-01
ENR001071,WMU00311,Fall 2023,2023,Enrolled,12,In-State,Online,2023-11-05
ENR001072,WMU00312,Fall 2024,2024,Enrolled,3,In-State,Main Campus,2024-12-11
ENR001073,WMU00312,Spring 2025,2025,Enrolled,6,International,Online,2025-12-23
ENR001074,WMU00312,Fall 2025,2025,Withdrawn,15,International,Online,2025-11-20
ENR001075,WMU00312,Spring 2024,2024,Completed,9,Out-of-State,Online,2024-09-01
ENR001076,WMU00313,Fall 2024,2024,Withdrawn,6,International,Online,2024-04-18
ENR001077,WMU00313,Fall 2025,2025,Withdrawn,6,Out-of-State,Online,2025-01-22
ENR001078,WMU00313,Spring 2024,2024,Enrolled,15,International,Online,2024-09-12
ENR001079,WMU00313,Spring 2025,2025,Enrolled,3,International,Regional Campus,2025-06-10
ENR001080,WMU00314,Fall 2024,2024,Enrolled,3,International,Regional Campus,2024-03-20
ENR001081,WMU00314,Spring 2025,2025,Completed,9,Out-of-State,Online,2025-01-25
ENR001082,WMU00314,Fall 2025,2025,Completed,9,International,Online,2025-04-13
ENR001083,WMU00314,Spring 2024,2024,Enrolled,15,Out-of-State,Regional Campus,2024-02-04
ENR001084,WMU00315,Spring 2024,2024,Withdrawn,6,International,Online,2024-06-25
ENR001085,WMU00315,Fall 2025,2025,Withdrawn,6,International,Online,2025-06-25
ENR001086,WMU00315,Fall 2023,2023,Enrolled,9,International,Regional Campus,2023-11-25
ENR001087,WMU00315,Spring 2025,2025,Completed,9,International,Regional Campus,2025-07-08
ENR001088,WMU00315,Fall 2024,2024,Withdrawn,12,Out-of-State,Online,2024-08-06
ENR001089,WMU00316,Spring 2025,2025,Enrolled,15,Out-of-State,Regional Campus,2025-03-22
ENR001090,WMU00316,Fall 2024,2024,Withdrawn,3,International,Regional Campus,2024-07-14
ENR001091,WMU00316,Fall 2023,2023,Enrolled,12,International,Main Campus,2023-10-08
ENR001092,WMU00317,Fall 2025,2025,Withdrawn,15,In-State,Online,2025-10-08
ENR001093,WMU00317,Fall 2023,2023,Completed,6,International,Online,2023-11-03
ENR001094,WMU00317,Fall 2024,2024,Enrolled,9,International,Regional Campus,2024-11-13
ENR001095,WMU00318,Spring 2024,2024,Enrolled,6,Out-of-State,Regional Campus,2024-04-11
ENR001096,WMU00318,Spring 2025,2025,Enrolled,6,In-State,Main Campus,2025-04-19
ENR001097,WMU00318,Fall 2025,2025,Withdrawn,12,In-State,Regional Campus,2025-10-15
ENR001098,WMU00319,Spring 2024,2024,Completed,3,Out-of-State,Main Campus,2024-04-15
ENR001099,WMU00319,Spring 2025,2025,Enrolled,3,International,Main Campus,2025-11-22
ENR001100,WMU00319,Fall 2024,2024,Completed,12,Out-of-State,Online,2024-02-26
ENR001101,WMU00320,Fall 2024,2024,Enrolled,12,Out-of-State,Online,2024-12-25
ENR001102,WMU00320,Fall 2023,2023,Enrolled,3,Out-of-State,Regional Campus,2023-09-21
ENR001103,WMU00320,Fall 2025,2025,Withdrawn,12,In-State,Main Campus,2025-03-28
ENR001104,WMU00320,Spring 2025,2025,Completed,9,In-State,Regional Campus,2025-03-12
ENR001105,WMU00320,Spring 2024,2024,Enrolled,12,In-State,Main Campus,2024-08-07
ENR001106,WMU00321,Fall 2023,2023,Withdrawn,12,In-State,Online,2023-06-10
ENR001107,WMU00321,Fall 2024,2024,Enrolled,12,Out-of-State,Regional Campus,2024-05-19
ENR001108,WMU00321,Spring 2025,2025,Completed,9,In-State,Main Campus,2025-03-17
ENR001109,WMU00321,Fall 2025,2025,Enrolled,9,In-State,Online,2025-10-12
ENR001110,WMU00322,Fall 2024,2024,Withdrawn,12,International,Online,2024-03-24
ENR001111,WMU00322,Spring 2024,2024,Enrolled,6,International,Online,2024-07-09
ENR001112,WMU00322,Fall 2025,2025,Enrolled,6,In-State,Regional Campus,2025-05-05
ENR001113,WMU00322,Spring 2025,2025,Enrolled,15,Out-of-State,Online,2025-12-17
ENR001114,WMU00323,Spring 2025,2025,Enrolled,15,Out-of-State,Online,2025-11-06
ENR001115,WMU00323,Spring 2024,2024,Withdrawn,15,In-State,Online,2024-07-01
ENR001116,WMU00323,Fall 2025,2025,Enrolled,3,In-State,Online,2025-04-08
ENR001117,WMU00323,Fall 2023,2023,Enrolled,6,International,Regional Campus,2023-02-21
ENR001118,WMU00323,Fall 2024,2024,Enrolled,6,Out-of-State,Online,2024-10-21
ENR001119,WMU00324,Fall 2025,2025,Enrolled,6,International,Main Campus,2025-07-21
ENR001120,WMU00324,Spring 2024,2024,Enrolled,3,International,Main Campus,2024-05-18
ENR001121,WMU00325,Fall 2023,2023,Completed,15,In-State,Main Campus,2023-05-26
ENR001122,WMU00325,Spring 2025,2025,Enrolled,6,In-State,Regional Campus,2025-12-15
ENR001123,WMU00326,Fall 2023,2023,Enrolled,9,International,Main Campus,2023-12-27
ENR001124,WMU00326,Fall 2024,2024,Enrolled,3,International,Online,2024-01-07
ENR001125,WMU00326,Spring 2025,2025,Enrolled,6,International,Regional Campus,2025-08-15
ENR001126,WMU00327,Fall 2025,2025,Enrolled,9,In-State,Online,2025-02-15
ENR001127,WMU00327,Fall 2023,2023,Withdrawn,3,In-State,Main Campus,2023-09-19
ENR001128,WMU00328,Fall 2025,2025,Enrolled,15,International,Online,2025-02-24
ENR001129,WMU00328,Spring 2025,2025,Enrolled,12,International,Regional Campus,2025-10-25
ENR001130,WMU00328,Spring 2024,2024,Enrolled,12,Out-of-State,Online,2024-10-09
ENR001131,WMU00329,Spring 2024,2024,Enrolled,9,International,Main Campus,2024-06-09
ENR001132,WMU00329,Fall 2024,2024,Completed,15,Out-of-State,Regional Campus,2024-08-04
ENR001133,WMU00329,Spring 2025,2025,Withdrawn,6,In-State,Online,2025-09-16
ENR001134,WMU00329,Fall 2025,2025,Enrolled,12,In-State,Main Campus,2025-07-22
ENR001135,WMU00329,Fall 2023,2023,Enrolled,9,Out-of-State,Online,2023-11-22
ENR001136,WMU00330,Spring 2024,2024,Enrolled,6,International,Online,2024-06-25
ENR001137,WMU00330,Fall 2023,2023,Withdrawn,15,In-State,Regional Campus,2023-05-20
ENR001138,WMU00330,Spring 2025,2025,Completed,6,International,Main Campus,2025-06-06
ENR001139,WMU00331,Spring 2025,2025,Enrolled,15,Out-of-State,Regional Campus,2025-08-21
ENR001140,WMU00331,Spring 2024,2024,Withdrawn,15,International,Online,2024-04-09
ENR001141,WMU00331,Fall 2023,2023,Enrolled,12,Out-of-State,Main Campus,2023-05-11
ENR001142,WMU00332,Fall 2024,2024,Withdrawn,15,Out-of-State,Main Campus,2024-07-02
ENR001143,WMU00332,Spring 2025,2025,Enrolled,12,International,Main Campus,2025-08-25
ENR001144,WMU00332,Spring 2024,2024,Enrolled,9,International,Main Campus,2024-04-22
ENR001145,WMU00332,Fall 2025,2025,Enrolled,9,Out-of-State,Main Campus,2025-06-14
ENR001146,WMU00333,Fall 2024,2024,Enrolled,3,In-State,Main Campus,2024-06-24
ENR001147,WMU00333,Spring 2024,2024,Completed,12,Out-of-State,Main Campus,2024-11-13
ENR001148,WMU00333,Fall 2023,2023,Enrolled,12,Out-of-State,Regional Campus,2023-10-13
ENR001149,WMU00333,Spring 2025,2025,Enrolled,3,In-State,Regional Campus,2025-06-09
ENR001150,WMU00333,Fall 2025,2025,Enrolled,15,Out-of-State,Online,2025-02-16
ENR001151,WMU00334,Fall 2023,2023,Enrolled,12,In-State,Regional Campus,2023-05-19
ENR001152,WMU00334,Fall 2024,2024,Completed,6,In-State,Online,2024-04-11
ENR001153,WMU00334,Spring 2025,2025,Completed,15,International,Online,2025-09-17
ENR001154,WMU00335,Fall 2023,2023,Withdrawn,9,International,Main Campus,2023-03-11
ENR001155,WMU00335,Spring 2024,2024,Enrolled,12,Out-of-State,Online,2024-06-07
ENR001156,WMU00335,Fall 2025,2025,Enrolled,9,International,Regional Campus,2025-01-05
ENR001157,WMU00335,Spring 2025,2025,Withdrawn,3,Out-of-State,Online,2025-08-26
ENR001158,WMU00336,Fall 2025,2025,Enrolled,15,In-State,Regional Campus,2025-07-02
ENR001159,WMU00336,Fall 2023,2023,Enrolled,15,International,Online,2023-05-19
ENR001160,WMU00337,Fall 2023,2023,Enrolled,15,International,Main Campus,2023-09-28
ENR001161,WMU00337,Fall 2025,2025,Completed,3,Out-of-State,Regional Campus,2025-11-07
ENR001162,WMU00337,Fall 2024,2024,Withdrawn,3,Out-of-State,Online,2024-08-24
ENR001163,WMU00337,Spring 2025,2025,Enrolled,6,In-State,Main Campus,2025-11-19
ENR001164,WMU00338,Spring 2025,2025,Enrolled,15,In-State,Regional Campus,2025-07-01
ENR001165,WMU00338,Fall 2025,2025,Enrolled,3,Out-of-State,Online,2025-03-09
ENR001166,WMU00338,Fall 2023,2023,Completed,6,International,Online,2023-09-15
ENR001167,WMU00338,Spring 2024,2024,Completed,6,Out-of-State,Regional Campus,2024-10-05
ENR001168,WMU00339,Spring 2024,2024,Enrolled,6,In-State,Regional Campus,2024-10-28
ENR001169,WMU00339,Fall 2025,2025,Enrolled,3,International,Online,2025-02-11
ENR001170,WMU00339,Spring 2025,2025,Enrolled,9,International,Main Campus,2025-04-10
ENR001171,WMU00340,Spring 2025,2025,Enrolled,6,In-State,Main Campus,2025-08-04
ENR001172,WMU00340,Fall 2024,2024,Enrolled,12,Out-of-State,Regional Campus,2024-12-07
ENR001173,WMU00340,Fall 2023,2023,Enrolled,12,Out-of-State,Online,2023-07-07
ENR001174,WMU00341,Spring 2025,2025,Completed,6,International,Regional Campus,2025-09-04
ENR001175,WMU00341,Fall 2023,2023,Enrolled,6,In-State,Online,2023-12-20
ENR001176,WMU00341,Fall 2025,2025,Enrolled,9,Out-of-State,Main Campus,2025-04-03
ENR001177,WMU00342,Spring 2025,2025,Enrolled,12,In-State,Online,2025-07-13
ENR001178,WMU00342,Fall 2024,2024,Enrolled,3,Out-of-State,Online,2024-02-14
ENR001179,WMU00342,Fall 2025,2025,Enrolled,9,International,Main Campus,2025-11-21
ENR001180,WMU00342,Fall 2023,2023,Withdrawn,12,In-State,Online,2023-12-21
ENR001181,WMU00343,Fall 2023,2023,Enrolled,15,In-State,Regional Campus,2023-03-05
ENR001182,WMU00343,Spring 2024,2024,Enrolled,12,In-State,Regional Campus,2024-04-28
ENR001183,WMU00343,Fall 2025,2025,Enrolled,9,International,Online,2025-03-14
ENR001184,WMU00343,Fall 2024,2024,Enrolled,6,International,Main Campus,2024-12-26
ENR001185,WMU00344,Fall 2024,2024,Withdrawn,3,In-State,Online,2024-07-21
ENR001186,WMU00344,Fall 2023,2023,Enrolled,9,International,Online,2023-01-26
ENR001187,WMU00344,Spring 2025,2025,Enrolled,3,In-State,Online,2025-01-24
ENR001188,WMU00345,Spring 2025,2025,Completed,12,International,Regional Campus,2025-03-06
ENR001189,WMU00345,Fall 2023,2023,Enrolled,3,Out-of-State,Main Campus,2023-02-14
ENR001190,WMU00345,Fall 2024,2024,Enrolled,3,Out-of-State,Online,2024-07-28
ENR001191,WMU00346,Spring 2024,2024,Enrolled,9,Out-of-State,Regional Campus,2024-09-12
ENR001192,WMU00346,Fall 2023,2023,Enrolled,15,Out-of-State,Online,2023-12-27
ENR001193,WMU00346,Fall 2025,2025,Enrolled,15,In-State,Main Campus,2025-09-05
ENR001194,WMU00346,Fall 2024,2024,Enrolled,6,International,Main Campus,2024-12-04
ENR001195,WMU00346,Spring 2025,2025,Enrolled,12,International,Main Campus,2025-04-08
