PerformanceID,StudentID,Term,CourseCode,CreditHoursAttempted,CreditHoursEarned,FinalGrade,TermGPA,CumulativeGPA,AcademicStanding
PERF000937,WMU00271,Fall 2024,PSYC1100,3,3,C,1.99,3.45,Good Standing
PERF000938,WMU00101,Spring 2024,PSYC1100,9,9,B,3.66,2.06,Dean's List
PERF000939,WMU00279,Fall 2025,MATH2010,6,6,F,3.36,2.96,Good Standing
PERF000940,WMU00151,Fall 2023,PSYC1100,12,12,D,1.86,3.37,Dean's List
PERF000941,WMU00360,Fall 2024,MATH2010,12,12,B,1.91,4.0,Good Standing
PERF000942,WMU00306,Spring 2025,MATH2010,9,6,F,3.57,3.17,Good Standing
PERF000943,WMU00323,Spring 2025,MATH2010,15,15,C,1.58,1.83,Probation
PERF000944,WMU00248,Fall 2025,ECON2020,6,6,B,1.77,3.32,Good Standing
PERF000945,WMU00052,Spring 2024,CS3100,15,12,W,2.89,1.9,Good Standing
PERF000946,WMU00417,Spring 2025,BUS2200,12,9,B,3.4,3.87,Good Standing
PERF000947,WMU00346,Fall 2024,BUS2200,6,6,A,2.95,2.43,Dean's List
PERF000948,WMU00030,Fall 2023,PSYC1100,3,3,C,3.8,3.18,Good Standing
PERF000949,WMU00334,Fall 2024,STAT3010,6,3,C,2.06,2.97,Good Standing
PERF000950,WMU00398,Spring 2025,MATH2010,12,9,B,2.9,3.29,Dean's List
PERF000951,WMU00011,Fall 2023,CS3100,15,15,D,1.84,2.83,Good Standing
PERF000952,WMU00220,Spring 2024,BUS2200,3,3,D,1.78,2.71,Dean's List
PERF000953,WMU00035,Fall 2024,MATH2010,3,3,F,2.67,3.64,Good Standing
PERF000954,WMU00059,Spring 2025,STAT3010,3,0,C,2.7,3.5,Good Standing
PERF000955,WMU00432,Fall 2024,ECON2020,9,9,B,1.6,3.73,Good Standing
PERF000956,WMU00014,Spring 2024,MATH2010,3,3,C,2.87,3.28,Probation
PERF000957,WMU00484,Fall 2025,PSYC1100,6,6,D,3.67,2.9,Good Standing
PERF000958,WMU00159,Fall 2023,STAT3010,12,12,W,3.67,2.23,Good Standing
PERF000959,WMU00018,Fall 2023,STAT3010,15,12,B,1.91,3.61,Dean's List
PERF000960,WMU00354,Fall 2024,CS3100,3,3,D,3.01,3.48,Probation
PERF000961,WMU00148,Fall 2024,PSYC1100,12,9,C,2.5,2.84,Dean's List
PERF000962,WMU00388,Fall 2024,PSYC1100,15,12,W,3.21,1.95,Good Standing
PERF000963,WMU00092,Fall 2024,STAT3010,6,6,W,3.37,3.73,Good Standing
PERF000964,WMU00290,Fall 2023,MATH2010,12,12,A,3.34,3.65,Probation
PERF000965,WMU00053,Fall 2023,PSYC1100,12,12,D,1.68,2.86,Good Standing
PERF000966,WMU00039,Spring 2025,STAT3010,9,9,C,1.62,3.87,Probation
PERF000967,WMU00262,Spring 2024,PSYC1100,15,15,C,3.62,3.35,Good Standing
PERF000968,WMU00234,Fall 2023,CS3100,15,15,F,1.84,2.99,Probation
PERF000969,WMU00037,Spring 2024,CS3100,3,3,B,1.56,2.46,Good Standing
PERF000970,WMU00021,Fall 2023,BUS2200,9,6,F,3.52,1.96,Good Standing
PERF000971,WMU00403,Fall 2023,DATA4020,12,12,A,1.87,2.61,Good Standing
PERF000972,WMU00028,Fall 2024,ECON2020,6,3,W,2.41,3.58,Dean's List
PERF000973,WMU00387,Fall 2024,BUS2200,12,12,D,3.28,2.34,Probation
PERF000974,WMU00158,Spring 2024,STAT3010,9,9,F,1.73,1.81,Good Standing
PERF000975,WMU00284,Spring 2024,PSYC1100,6,6,C,3.78,2.73,Good Standing
PERF000976,WMU00139,Fall 2023,ECON2020,15,12,A,2.3,2.34,Probation
PERF000977,WMU00047,Spring 2024,DATA4020,3,3,B,2.87,1.97,Dean's List
PERF000978,WMU00070,Fall 2025,ECON2020,12,12,A,1.83,3.1,Dean's List
PERF000979,WMU00085,Fall 2025,CS3100,3,3,C,2.41,2.14,Good Standing
PERF000980,WMU00128,Spring 2024,PSYC1100,9,6,B,2.07,2.64,Good Standing
PERF000981,WMU00287,Fall 2023,DATA4020,12,12,D,3.4,3.65,Probation
PERF000982,WMU00251,Spring 2025,PSYC1100,9,9,D,3.43,2.83,Good Standing
PERF000983,WMU00094,Fall 2023,DATA4020,9,9,D,1.75,2.81,Good Standing
PERF000984,WMU00448,Spring 2024,PSYC1100,9,6,A,2.4,3.57,Dean's List
PERF000985,WMU00249,Fall 2024,CS3100,9,9,D,3.16,1.93,Good Standing
PERF000986,WMU00025,Fall 2023,ECON2020,15,15,C,3.95,2.97,Good Standing
PERF000987,WMU00417,Spring 2024,ECON2020,9,9,A,3.6,2.91,Probation
PERF000988,WMU00494,Fall 2023,BUS2200,6,3,W,1.95,1.91,Good Standing
PERF000989,WMU00217,Fall 2024,DATA4020,9,9,D,3.21,2.69,Good Standing
PERF000990,WMU00318,Fall 2025,ECON2020,12,12,F,2.79,2.46,Good Standing
PERF000991,WMU00450,Fall 2023,ECON2020,15,12,D,2.13,1.82,Dean's List
PERF000992,WMU00121,Spring 2025,BUS2200,12,12,B,2.7,1.95,Good Standing
PERF000993,WMU00027,Spring 2024,DATA4020,9,9,W,2.87,3.83,Dean's List
PERF000994,WMU00124,Fall 2023,ECON2020,6,6,C,3.01,2.28,Dean's List
PERF000995,WMU00020,Fall 2025,BUS2200,9,6,F,1.63,3.77,Good Standing
PERF000996,WMU00446,Fall 2023,PSYC1100,12,12,F,3.8,2.95,Dean's List
PERF000997,WMU00264,Spring 2025,CS3100,9,9,B,1.64,2.54,Probation
PERF000998,WMU00445,Spring 2024,PSYC1100,15,15,C,1.52,3.53,Good Standing
PERF000999,WMU00065,Spring 2025,ECON2020,3,3,F,2.55,1.98,Probation
PERF001000,WMU00473,Fall 2023,CS3100,15,12,D,3.88,3.51,Probation
PERF001001,WMU00266,Spring 2025,STAT3010,15,15,D,2.63,3.42,Dean's List
PERF001002,WMU00084,Spring 2024,ECON2020,15,15,C,2.14,2.76,Good Standing
PERF001003,WMU00429,Spring 2025,CS3100,15,15,B,3.58,2.96,Good Standing
PERF001004,WMU00420,Spring 2025,PSYC1100,3,3,D,2.03,2.69,Good Standing
PERF001005,WMU00408,Spring 2024,ECON2020,6,6,B,1.65,2.19,Good Standing
PERF001006,WMU00241,Fall 2024,ECON2020,6,6,A,3.4,3.64,Probation
PERF001007,WMU00226,Fall 2024,BUS2200,15,12,D,3.02,3.93,Good Standing
PERF001008,WMU00216,Fall 2023,ECON2020,12,12,A,3.45,2.15,Probation
PERF001009,WMU00286,Spring 2024,MATH2010,6,6,C,3.59,2.69,Good Standing
PERF001010,WMU00112,Fall 2023,MATH2010,3,3,B,3.85,3.64,Good Standing
PERF001011,WMU00068,Fall 2025,STAT3010,6,6,B,1.57,2.2,Dean's List
PERF001012,WMU00494,Spring 2025,CS3100,15,15,A,3.99,3.76,Good Standing
PERF001013,WMU00456,Fall 2025,BUS2200,3,0,C,2.74,1.97,Dean's List
PERF001014,WMU00075,Fall 2024,CS3100,15,15,A,2.63,3.74,Good Standing
PERF001015,WMU00085,Spring 2024,STAT3010,15,15,D,3.81,2.78,Good Standing
PERF001016,WMU00335,Fall 2025,DATA4020,9,9,A,2.23,2.24,Good Standing
PERF001017,WMU00453,Fall 2025,ECON2020,15,12,B,2.13,2.42,Good Standing
PERF001018,WMU00033,Fall 2024,PSYC1100,3,3,D,1.9,2.41,Dean's List
PERF001019,WMU00404,Spring 2025,ECON2020,12,12,F,1.51,2.29,Good Standing
PERF001020,WMU00198,Spring 2024,BUS2200,12,9,C,2.15,2.14,Probation
PERF001021,WMU00070,Fall 2024,CS3100,12,12,A,3.25,2.28,Good Standing
PERF001022,WMU00363,Fall 2024,STAT3010,12,9,W,1.9,3.47,Good Standing
PERF001023,WMU00358,Spring 2025,CS3100,15,15,B,3.74,2.06,Dean's List
PERF001024,WMU00019,Spring 2024,STAT3010,9,9,W,1.62,3.94,Dean's List
PERF001025,WMU00025,Spring 2025,MATH2010,3,3,D,3.3,2.8,Probation
PERF001026,WMU00009,Fall 2024,PSYC1100,3,3,D,3.66,3.02,Probation
PERF001027,WMU00367,Fall 2024,DATA4020,6,6,F,2.72,3.17,Probation
PERF001028,WMU00419,Fall 2023,MATH2010,6,3,W,1.5,3.69,Dean's List
PERF001029,WMU00129,Spring 2024,DATA4020,6,6,D,3.37,3.99,Dean's List
PERF001030,WMU00210,Fall 2025,PSYC1100,3,3,B,1.61,1.82,Good Standing
PERF001031,WMU00320,Spring 2025,CS3100,9,9,F,1.62,2.21,Good Standing
PERF001032,WMU00381,Fall 2025,DATA4020,12,12,B,3.05,2.41,Good Standing
PERF001033,WMU00001,Spring 2025,CS3100,3,3,B,3.75,2.57,Good Standing
PERF001034,WMU00352,Spring 2025,STAT3010,6,6,B,1.52,2.17,Probation
PERF001035,WMU00022,Spring 2024,MATH2010,3,3,B,3.52,3.79,Probation
PERF001036,WMU00357,Spring 2025,DATA4020,12,12,A,3.05,3.4,Probation
PERF001037,WMU00199,Fall 2025,DATA4020,3,3,W,3.21,1.87,Dean's List
PERF001038,WMU00485,Fall 2025,CS3100,3,3,W,3.46,3.17,Good Standing
PERF001039,WMU00228,Fall 2025,STAT3010,9,9,C,3.62,2.67,Good Standing
PERF001040,WMU00309,Fall 2025,CS3100,15,12,B,1.52,2.98,Probation
PERF001041,WMU00323,Fall 2024,CS3100,6,6,A,1.82,3.93,Probation
PERF001042,WMU00397,Spring 2024,PSYC1100,9,9,A,1.9,3.08,Dean's List
PERF001043,WMU00436,Fall 2023,PSYC1100,3,3,F,2.48,3.8,Good Standing
PERF001044,WMU00116,Fall 2025,MATH2010,6,6,B,2.11,2.89,Good Standing
PERF001045,WMU00433,Fall 2024,MATH2010,9,6,D,2.27,2.62,Good Standing
PERF001046,WMU00499,Fall 2023,MATH2010,12,12,D,1.96,3.5,Probation
PERF001047,WMU00028,Spring 2024,BUS2200,3,3,F,2.01,2.79,Good Standing
PERF001048,WMU00202,Fall 2024,CS3100,12,12,B,2.49,1.97,Good Standing
PERF001049,WMU00449,Spring 2024,MATH2010,15,12,C,2.08,2.68,Dean's List
PERF001050,WMU00242,Spring 2025,PSYC1100,3,3,D,2.3,3.27,Dean's List
PERF001051,WMU00017,Fall 2024,DATA4020,9,6,A,3.74,2.11,Good Standing
PERF001052,WMU00250,Fall 2024,CS3100,9,6,A,2.62,3.49,Good Standing
PERF001053,WMU00424,Spring 2025,MATH2010,6,6,W,3.35,2.97,Probation
PERF001054,WMU00064,Spring 2025,DATA4020,15,15,C,1.65,2.17,Good Standing
PERF001055,WMU00041,Fall 2024,MATH2010,6,6,W,2.08,2.53,Good Standing
PERF001056,WMU00106,Spring 2025,DATA4020,6,6,C,2.02,3.5,Good Standing
PERF001057,WMU00356,Fall 2023,CS3100,3,3,C,2.09,3.65,Dean's List
PERF001058,WMU00455,Fall 2025,ECON2020,12,9,W,1.85,2.83,Good Standing
PERF001059,WMU00376,Fall 2023,DATA4020,12,12,B,1.88,2.01,Good Standing
PERF001060,WMU00401,Spring 2024,BUS2200,9,9,W,3.49,2.51,Good Standing
PERF001061,WMU00321,Fall 2025,CS3100,9,9,W,3.82,1.82,Dean's List
PERF001062,WMU00003,Fall 2023,ECON2020,12,12,D,2.73,2.64,Good Standing
PERF001063,WMU00129,Fall 2023,STAT3010,6,6,B,2.97,3.97,Dean's List
PERF001064,WMU00208,Fall 2025,DATA4020,9,9,C,3.68,3.87,Good Standing
PERF001065,WMU00072,Fall 2024,DATA4020,3,0,W,2.86,2.44,Dean's List
PERF001066,WMU00258,Spring 2024,DATA4020,9,9,F,2.33,2.91,Probation
PERF001067,WMU00112,Spring 2024,BUS2200,15,15,W,2.85,3.94,Probation
PERF001068,WMU00264,Spring 2024,BUS2200,15,12,W,3.48,2.1,Good Standing
PERF001069,WMU00267,Spring 2024,MATH2010,9,9,D,2.71,3.25,Good Standing
PERF001070,WMU00428,Spring 2024,DATA4020,12,12,B,3.66,3.2,Probation
PERF001071,WMU00313,Spring 2025,BUS2200,3,3,A,3.46,2.66,Good Standing
PERF001072,WMU00132,Spring 2024,STAT3010,6,6,C,1.52,2.03,Good Standing
PERF001073,WMU00321,Spring 2025,DATA4020,9,6,B,3.39,3.98,Dean's List
PERF001074,WMU00276,Spring 2025,STAT3010,12,9,B,2.97,2.35,Good Standing
PERF001075,WMU00146,Fall 2025,BUS2200,12,12,A,3.63,2.17,Good Standing
PERF001076,WMU00218,Spring 2024,STAT3010,9,9,A,2.22,3.06,Good Standing
PERF001077,WMU00462,Spring 2024,PSYC1100,12,12,F,3.26,2.72,Good Standing
PERF001078,WMU00254,Fall 2025,PSYC1100,9,6,A,1.84,2.68,Probation
PERF001079,WMU00215,Spring 2024,PSYC1100,12,12,A,3.91,2.59,Good Standing
PERF001080,WMU00157,Fall 2023,STAT3010,9,9,D,3.59,3.22,Good Standing
PERF001081,WMU00204,Fall 2025,BUS2200,3,3,F,1.69,3.42,Good Standing
PERF001082,WMU00350,Fall 2024,CS3100,15,15,B,2.43,2.24,Good Standing
PERF001083,WMU00346,Fall 2025,STAT3010,15,15,C,3.59,2.01,Good Standing
PERF001084,WMU00298,Fall 2024,ECON2020,15,15,W,1.62,3.92,Good Standing
PERF001085,WMU00106,Fall 2024,ECON2020,3,0,W,1.59,2.68,Dean's List
PERF001086,WMU00196,Fall 2025,MATH2010,6,3,A,2.69,2.76,Good Standing
PERF001087,WMU00383,Spring 2025,ECON2020,9,9,B,3.27,3.37,Probation
PERF001088,WMU00101,Fall 2024,MATH2010,6,6,F,2.31,2.82,Good Standing
PERF001089,WMU00279,Fall 2023,DATA4020,9,6,A,2.61,2.74,Good Standing
PERF001090,WMU00232,Spring 2025,PSYC1100,6,6,W,1.78,3.96,Good Standing
PERF001091,WMU00216,Spring 2024,PSYC1100,9,6,A,1.53,3.86,Probation
PERF001092,WMU00300,Spring 2024,DATA4020,9,9,D,2.25,3.87,Good Standing
PERF001093,WMU00280,Spring 2025,ECON2020,6,6,C,3.75,2.43,Good Standing
PERF001094,WMU00383,Spring 2024,ECON2020,12,12,D,2.67,3.77,Probation
PERF001095,WMU00373,Fall 2024,ECON2020,3,0,A,2.55,3.32,Probation
PERF001096,WMU00374,Fall 2023,CS3100,6,6,B,3.06,1.9,Probation
PERF001097,WMU00425,Fall 2023,ECON2020,6,6,D,2.32,2.55,Dean's List
PERF001098,WMU00444,Fall 2025,MATH2010,15,15,D,3.05,3.04,Good Standing
PERF001099,WMU00259,Fall 2025,DATA4020,12,12,A,3.71,2.43,Good Standing
PERF001100,WMU00021,Spring 2024,ECON2020,9,9,C,3.43,1.97,Dean's List
PERF001101,WMU00239,Fall 2024,STAT3010,9,9,C,2.36,3.52,Good Standing
PERF001102,WMU00325,Spring 2025,CS3100,6,3,F,2.14,3.05,Good Standing
PERF001103,WMU00198,Fall 2024,STAT3010,3,3,C,3.43,2.61,Good Standing
PERF001104,WMU00384,Fall 2024,ECON2020,15,15,D,2.9,1.89,Dean's List
PERF001105,WMU00016,Spring 2024,STAT3010,15,15,F,2.58,3.35,Good Standing
PERF001106,WMU00038,Spring 2024,BUS2200,15,15,A,2.99,2.3,Probation
PERF001107,WMU00270,Fall 2024,BUS2200,9,9,D,3.35,2.39,Good Standing
PERF001108,WMU00423,Spring 2024,ECON2020,12,12,B,2.3,3.1,Good Standing
PERF001109,WMU00241,Spring 2024,PSYC1100,6,6,F,3.45,2.85,Good Standing
PERF001110,WMU00147,Fall 2023,DATA4020,6,3,A,2.26,3.66,Dean's List
PERF001111,WMU00443,Spring 2025,BUS2200,6,6,C,2.06,2.91,Probation
PERF001112,WMU00097,Fall 2025,DATA4020,9,9,D,1.63,3.4,Good Standing
PERF001113,WMU00111,Fall 2024,CS3100,15,12,W,3.91,2.57,Dean's List
PERF001114,WMU00296,Fall 2025,DATA4020,12,9,D,1.83,3.73,Good Standing
PERF001115,WMU00261,Fall 2023,ECON2020,15,15,C,3.15,3.74,Good Standing
PERF001116,WMU00243,Fall 2023,CS3100,15,15,F,3.37,3.06,Good Standing
PERF001117,WMU00470,Spring 2024,STAT3010,15,12,D,3.81,2.17,Good Standing
PERF001118,WMU00137,Spring 2024,MATH2010,3,3,C,1.6,2.8,Dean's List
PERF001119,WMU00470,Spring 2025,MATH2010,3,3,B,2.41,3.46,Dean's List
PERF001120,WMU00351,Fall 2024,MATH2010,6,6,A,2.07,2.35,Probation
PERF001121,WMU00192,Spring 2024,ECON2020,3,3,B,1.57,2.86,Dean's List
PERF001122,WMU00049,Fall 2024,BUS2200,6,6,A,3.54,2.84,Good Standing
PERF001123,WMU00010,Spring 2025,CS3100,12,12,B,3.34,2.73,Dean's List
PERF001124,WMU00209,Fall 2024,CS3100,12,12,A,3.04,3.5,Dean's List
PERF001125,WMU00024,Fall 2025,CS3100,6,3,C,2.05,3.47,Good Standing
PERF001126,WMU00484,Fall 2024,ECON2020,12,9,B,2.93,2.25,Good Standing
PERF001127,WMU00256,Spring 2024,BUS2200,12,9,D,1.56,3.66,Probation
PERF001128,WMU00339,Spring 2025,PSYC1100,9,9,W,3.09,3.06,Good Standing
PERF001129,WMU00317,Fall 2024,PSYC1100,9,9,W,2.64,2.38,Dean's List
PERF001130,WMU00467,Spring 2024,PSYC1100,12,12,F,3.66,3.3,Dean's List
PERF001131,WMU00490,Fall 2023,MATH2010,6,3,D,2.01,3.65,Good Standing
PERF001132,WMU00145,Spring 2025,ECON2020,6,6,F,3.83,3.29,Good Standing
PERF001133,WMU00095,Fall 2024,ECON2020,3,3,F,2.95,3.49,Good Standing
PERF001134,WMU00008,Fall 2024,BUS2200,6,6,D,1.8,2.14,Probation
PERF001135,WMU00381,Fall 2024,PSYC1100,6,6,B,2.66,2.81,Good Standing
PERF001136,WMU00453,Fall 2023,CS3100,3,0,C,3.03,2.18,Probation
PERF001137,WMU00273,Fall 2024,STAT3010,6,6,B,3.29,3.1,Good Standing
PERF001138,WMU00049,Spring 2024,MATH2010,12,12,C,2.26,3.98,Good Standing
PERF001139,WMU00265,Fall 2023,MATH2010,6,6,C,3.44,3.14,Dean's List
PERF001140,WMU00143,Spring 2024,ECON2020,3,3,D,3.0,1.94,Probation
PERF001141,WMU00275,Fall 2023,PSYC1100,15,12,B,1.5,2.37,Good Standing
PERF001142,WMU00319,Spring 2024,DATA4020,3,3,F,3.78,3.43,Probation
PERF001143,WMU00299,Spring 2024,BUS2200,12,12,A,3.24,3.52,Good Standing
PERF001144,WMU00173,Fall 2023,ECON2020,6,6,D,2.68,3.69,Good Standing
PERF001145,WMU00221,Fall 2023,ECON2020,12,9,W,2.18,2.29,Good Standing
PERF001146,WMU00193,Spring 2025,DATA4020,3,3,A,2.45,3.67,Good Standing
PERF001147,WMU00067,Spring 2025,PSYC1100,9,9,C,1.5,3.87,Good Standing
PERF001148,WMU00216,Spring 2025,MATH2010,6,3,A,3.84,3.95,Dean's List
PERF001149,WMU00369,Fall 2023,BUS2200,6,6,A,2.62,1.91,Good Standing
PERF001150,WMU00409,Spring 2024,CS3100,9,9,F,3.1,3.71,Good Standing
PERF001151,WMU00270,Spring 2025,ECON2020,15,15,D,1.88,2.16,Dean's List
PERF001152,WMU00310,Spring 2025,CS3100,9,9,W,3.68,2.45,Probation
PERF001153,WMU00030,Spring 2024,PSYC1100,6,6,A,3.15,1.84,Good Standing
PERF001154,WMU00387,Fall 2025,CS3100,15,15,F,1.96,3.22,Probation
PERF001155,WMU00167,Fall 2023,MATH2010,6,6,D,2.85,2.73,Good Standing
PERF001156,WMU00260,Spring 2025,BUS2200,3,0,A,1.93,2.84,Dean's List
PERF001157,WMU00274,Fall 2023,STAT3010,12,12,F,1.58,2.09,Good Standing
PERF001158,WMU00304,Spring 2024,STAT3010,12,12,D,1.64,3.47,Good Standing
PERF001159,WMU00340,Spring 2025,ECON2020,6,6,W,3.75,2.38,Probation
PERF001160,WMU00345,Spring 2025,STAT3010,12,12,F,2.45,3.23,Probation
PERF001161,WMU00362,Spring 2025,DATA4020,15,12,A,1.7,1.82,Probation
PERF001162,WMU00258,Fall 2025,PSYC1100,9,9,C,1.91,3.73,Good Standing
PERF001163,WMU00420,Spring 2024,ECON2020,3,3,F,1.73,3.84,Good Standing
PERF001164,WMU00249,Fall 2025,ECON2020,15,15,B,1.52,3.01,Probation
PERF001165,WMU00216,Fall 2024,CS3100,3,0,D,3.56,3.84,Good Standing
PERF001166,WMU00210,Spring 2025,STAT3010,9,6,W,3.4,1.8,Probation
PERF001167,WMU00131,Fall 2025,STAT3010,9,6,C,1.83,3.48,Probation
PERF001168,WMU00074,Fall 2023,MATH2010,6,6,C,2.06,3.48,Probation
PERF001169,WMU00020,Fall 2023,CS3100,6,6,W,2.83,2.77,Probation
PERF001170,WMU00127,Spring 2024,PSYC1100,9,9,W,1.54,2.33,Dean's List
PERF001171,WMU00113,Spring 2024,PSYC1100,6,6,F,2.87,2.06,Dean's List
PERF001172,WMU00051,Spring 2024,ECON2020,15,15,F,2.42,3.87,Dean's List
PERF001173,WMU00302,Fall 2024,ECON2020,12,12,B,3.9,2.31,Good Standing
PERF001174,WMU00434,Fall 2024,ECON2020,15,12,D,3.01,3.17,Dean's List
PERF001175,WMU00381,Fall 2023,DATA4020,12,12,B,2.43,2.48,Dean's List
PERF001176,WMU00398,Fall 2024,PSYC1100,6,6,B,3.37,3.89,Good Standing
PERF001177,WMU00175,Fall 2023,CS3100,6,3,B,1.91,2.7,Good Standing
PERF001178,WMU00017,Spring 2025,MATH2010,6,3,D,2.5,3.93,Dean's List
PERF001179,WMU00255,Fall 2023,STAT3010,6,6,C,2.44,3.97,Good Standing
PERF001180,WMU00374,Spring 2024,CS3100,12,12,B,2.3,3.02,Dean's List
PERF001181,WMU00468,Fall 2025,PSYC1100,9,6,F,2.79,3.36,Dean's List
PERF001182,WMU00078,Fall 2023,CS3100,6,6,C,3.79,2.75,Probation
PERF001183,WMU00010,Fall 2023,MATH2010,6,6,C,2.81,1.91,Probation
PERF001184,WMU00195,Fall 2023,CS3100,3,3,A,2.32,3.13,Good Standing
PERF001185,WMU00450,Fall 2025,PSYC1100,15,15,B,3.98,2.69,Good Standing
PERF001186,WMU00361,Spring 2024,MATH2010,15,15,C,2.24,3.24,Dean's List
PERF001187,WMU00282,Fall 2024,ECON2020,6,6,F,3.31,3.88,Probation
PERF001188,WMU00466,Fall 2025,BUS2200,15,15,A,3.68,3.41,Good Standing
PERF001189,WMU00218,Spring 2025,STAT3010,3,3,A,1.54,2.94,Dean's List
PERF001190,WMU00055,Fall 2024,DATA4020,3,3,W,3.61,2.83,Good Standing
PERF001191,WMU00266,Fall 2025,CS3100,9,6,W,2.32,3.28,Probation
PERF001192,WMU00131,Fall 2024,STAT3010,12,12,C,3.77,2.52,Good Standing
PERF001193,WMU00198,Fall 2023,MATH2010,3,3,B,2.34,2.31,Dean's List
PERF001194,WMU00225,Fall 2024,ECON2020,6,3,F,3.86,2.03,Probation
PERF001195,WMU00457,Spring 2024,CS3100,9,6,B,3.79,3.05,Good Standing
PERF001196,WMU00214,Fall 2023,BUS2200,6,6,D,2.83,3.73,Good Standing
PERF001197,WMU00118,Spring 2025,ECON2020,12,12,B,3.07,1.81,Dean's List
PERF001198,WMU00319,Spring 2025,ECON2020,3,3,F,2.58,2.53,Dean's List
PERF001199,WMU00242,Fall 2025,STAT3010,9,9,A,2.27,3.55,Probation
PERF001200,WMU00181,Fall 2024,ECON2020,3,3,A,3.28,2.5,Good Standing
PERF001201,WMU00032,Fall 2024,BUS2200,6,6,D,3.15,2.49,Dean's List
PERF001202,WMU00120,Fall 2023,MATH2010,3,3,A,2.74,2.89,Good Standing
PERF001203,WMU00476,Spring 2024,MATH2010,12,9,C,1.66,2.72,Good Standing
PERF001204,WMU00280,Spring 2024,MATH2010,15,15,W,2.33,3.17,Good Standing
PERF001205,WMU00178,Spring 2024,CS3100,6,6,F,2.71,2.26,Good Standing
PERF001206,WMU00479,Fall 2025,STAT3010,3,3,W,1.96,2.45,Probation
PERF001207,WMU00024,Fall 2023,DATA4020,6,3,C,2.87,1.8,Probation
PERF001208,WMU00248,Fall 2023,ECON2020,6,3,A,2.61,3.91,Dean's List
PERF001209,WMU00382,Spring 2024,PSYC1100,9,9,B,2.29,1.94,Good Standing
PERF001210,WMU00479,Spring 2024,BUS2200,3,0,D,2.3,3.51,Good Standing
PERF001211,WMU00222,Spring 2024,PSYC1100,6,3,W,1.59,3.82,Probation
PERF001212,WMU00145,Fall 2025,MATH2010,3,0,W,2.1,3.25,Probation
PERF001213,WMU00003,Spring 2025,MATH2010,9,9,C,2.46,3.94,Good Standing
PERF001214,WMU00113,Spring 2025,CS3100,15,15,F,3.49,2.92,Probation
PERF001215,WMU00080,Fall 2023,DATA4020,15,15,W,3.34,2.01,Dean's List
PERF001216,WMU00310,Fall 2023,DATA4020,9,9,W,3.5,2.66,Probation
PERF001217,WMU00346,Fall 2023,STAT3010,15,15,D,1.62,2.88,Dean's List
PERF001218,WMU00202,Fall 2023,MATH2010,3,3,C,1.53,2.34,Good Standing
PERF001219,WMU00410,Fall 2023,BUS2200,6,6,C,3.73,2.06,Probation
PERF001220,WMU00467,Fall 2025,MATH2010,3,3,F,3.81,3.37,Good Standing
PERF001221,WMU00202,Spring 2024,STAT3010,6,6,F,1.56,2.26,Dean's List
PERF001222,WMU00249,Spring 2024,ECON2020,12,12,W,3.33,2.32,Probation
PERF001223,WMU00045,Spring 2024,PSYC1100,15,12,W,3.87,3.18,Good Standing
PERF001224,WMU00261,Fall 2024,BUS2200,9,6,F,2.85,2.13,Probation
PERF001225,WMU00444,Fall 2024,STAT3010,6,6,A,3.93,2.64,Dean's List
PERF001226,WMU00072,Fall 2023,BUS2200,6,6,B,3.31,2.55,Dean's List
PERF001227,WMU00095,Spring 2025,STAT3010,12,12,A,3.83,3.13,Dean's List
PERF001228,WMU00468,Spring 2024,DATA4020,6,6,A,2.76,2.92,Good Standing
PERF001229,WMU00301,Spring 2025,PSYC1100,12,9,D,1.61,3.38,Dean's List
PERF001230,WMU00150,Spring 2025,MATH2010,6,6,A,3.95,3.37,Good Standing
PERF001231,WMU00293,Spring 2024,CS3100,15,15,B,1.7,2.24,Good Standing
PERF001232,WMU00228,Fall 2024,PSYC1100,9,6,D,1.75,2.54,Probation
PERF001233,WMU00437,Fall 2025,CS3100,6,6,F,1.62,2.16,Dean's List
PERF001234,WMU00225,Spring 2024,STAT3010,3,3,W,1.8,3.11,Dean's List
PERF001235,WMU00349,Spring 2024,MATH2010,9,9,D,3.5,3.28,Good Standing
PERF001236,WMU00368,Fall 2025,STAT3010,15,15,C,2.06,3.79,Good Standing
PERF001237,WMU00496,Spring 2024,ECON2020,9,6,C,2.41,2.41,Dean's List
PERF001238,WMU00151,Fall 2024,BUS2200,3,3,F,3.2,3.29,Good Standing
PERF001239,WMU00007,Fall 2023,BUS2200,3,3,A,2.61,1.94,Dean's List
PERF001240,WMU00100,Fall 2024,BUS2200,3,3,F,2.93,3.4,Probation
PERF001241,WMU00423,Fall 2023,ECON2020,3,0,D,3.99,2.09,Dean's List
PERF001242,WMU00096,Fall 2023,STAT3010,3,3,C,3.26,3.07,Good Standing
PERF001243,WMU00123,Spring 2025,DATA4020,3,3,A,1.84,2.65,Probation
PERF001244,WMU00136,Spring 2024,MATH2010,3,3,C,2.72,3.02,Dean's List
PERF001245,WMU00063,Fall 2025,MATH2010,15,15,D,2.79,1.91,Good Standing
PERF001246,WMU00264,Fall 2023,ECON2020,12,12,A,2.49,2.33,Good Standing
PERF001247,WMU00355,Fall 2025,DATA4020,12,12,B,3.33,3.75,Good Standing
PERF001248,WMU00401,Fall 2024,BUS2200,6,3,C,3.59,3.17,Good Standing
